year,age,origin,uni,applicants,accepted,party,brexit
2017,18,International students,Northern Irish Universities,1230,100,Conservative,Pre Brexit
2017,18,International students,Scottish Universities,20580,2080,Conservative,Pre Brexit
2017,18,International students,Welsh Universities,5425,550,Conservative,Pre Brexit
2017,18,Scottish students,English Universities,8040,1060,Conservative,Pre Brexit
2017,18,Scottish students,Northern Irish Universities,170,20,Conservative,Pre Brexit
2017,18,Scottish students,Scottish Universities,166510,26220,Conservative,Pre Brexit
2017,18,Scottish students,Welsh Universities,135,20,Conservative,Pre Brexit
2017,18,Welsh students,English Universities,65705,8870,Conservative,Pre Brexit
2017,18,Welsh students,Northern Irish Universities,130,10,Conservative,Pre Brexit
2017,18,Welsh students,Scottish Universities,1565,160,Conservative,Pre Brexit
2017,18,Welsh students,Welsh Universities,39170,9225,Conservative,Pre Brexit
2017,19,European students,English Universities,96640,13230,Conservative,Pre Brexit
2017,19,European students,Northern Irish Universities,1310,140,Conservative,Pre Brexit
2017,19,European students,Scottish Universities,27800,2300,Conservative,Pre Brexit
2017,19,European students,Welsh Universities,5915,1000,Conservative,Pre Brexit
2017,19,English students,English Universities,694270,119820,Conservative,Pre Brexit
2017,19,English students,Northern Irish Universities,990,95,Conservative,Pre Brexit
2017,19,English students,Scottish Universities,14735,1805,Conservative,Pre Brexit
2017,19,English students,Welsh Universities,18690,3610,Conservative,Pre Brexit
2017,19,Northern Irish students,English Universities,10445,1410,Conservative,Pre Brexit
2017,19,Northern Irish students,Northern Irish Universities,17350,2690,Conservative,Pre Brexit
2017,19,Northern Irish students,Scottish Universities,2415,230,Conservative,Pre Brexit
2017,19,Northern Irish students,Welsh Universities,410,60,Conservative,Pre Brexit
2017,19,International students,English Universities,139830,15300,Conservative,Pre Brexit
2017,19,International students,Northern Irish Universities,1080,90,Conservative,Pre Brexit
2017,19,International students,Scottish Universities,11050,1140,Conservative,Pre Brexit
2017,19,International students,Welsh Universities,4025,500,Conservative,Pre Brexit
2017,19,Scottish students,English Universities,4480,670,Conservative,Pre Brexit
2017,19,Scottish students,Northern Irish Universities,70,10,Conservative,Pre Brexit
2017,19,Scottish students,Scottish Universities,46530,7370,Conservative,Pre Brexit
2017,19,Scottish students,Welsh Universities,120,30,Conservative,Pre Brexit
2017,19,Welsh students,English Universities,19830,2975,Conservative,Pre Brexit
2017,19,Welsh students,Northern Irish Universities,50,5,Conservative,Pre Brexit
2017,19,Welsh students,Scottish Universities,460,40,Conservative,Pre Brexit
2017,19,Welsh students,Welsh Universities,12750,3190,Conservative,Pre Brexit
2017,20,European students,English Universities,33610,4925,Conservative,Pre Brexit
2017,20,European students,Northern Irish Universities,430,50,Conservative,Pre Brexit
2017,20,European students,Scottish Universities,10430,1040,Conservative,Pre Brexit
2017,20,European students,Welsh Universities,1655,345,Conservative,Pre Brexit
2017,20,English students,English Universities,214710,38750,Conservative,Pre Brexit
2017,20,English students,Northern Irish Universities,220,15,Conservative,Pre Brexit
2017,20,English students,Scottish Universities,2890,280,Conservative,Pre Brexit
2017,20,English students,Welsh Universities,4720,880,Conservative,Pre Brexit
2017,20,Northern Irish students,English Universities,4270,610,Conservative,Pre Brexit
2017,20,Northern Irish students,Northern Irish Universities,8455,1555,Conservative,Pre Brexit
2017,20,Northern Irish students,Scottish Universities,775,60,Conservative,Pre Brexit
2017,20,Northern Irish students,Welsh Universities,115,20,Conservative,Pre Brexit
2017,20,International students,English Universities,62955,7355,Conservative,Pre Brexit
2017,20,International students,Northern Irish Universities,730,50,Conservative,Pre Brexit
2017,20,International students,Scottish Universities,5380,740,Conservative,Pre Brexit
2017,20,International students,Welsh Universities,2960,420,Conservative,Pre Brexit
2017,20,Scottish students,English Universities,1790,280,Conservative,Pre Brexit
2017,20,Scottish students,Northern Irish Universities,10,0,Conservative,Pre Brexit
2017,20,Scottish students,Scottish Universities,31280,5040,Conservative,Pre Brexit
2017,20,Scottish students,Welsh Universities,35,5,Conservative,Pre Brexit
2017,20,Welsh students,English Universities,6180,980,Conservative,Pre Brexit
2017,20,Welsh students,Northern Irish Universities,15,0,Conservative,Pre Brexit
2017,20,Welsh students,Scottish Universities,90,0,Conservative,Pre Brexit
2017,20,Welsh students,Welsh Universities,5205,1360,Conservative,Pre Brexit
2017,21 - 24,European students,English Universities,28570,4160,Conservative,Pre Brexit
2017,21 - 24,European students,Northern Irish Universities,660,90,Conservative,Pre Brexit
2017,21 - 24,European students,Scottish Universities,10665,980,Conservative,Pre Brexit
2017,21 - 24,European students,Welsh Universities,1330,290,Conservative,Pre Brexit
2017,21 - 24,English students,English Universities,276515,48665,Conservative,Pre Brexit
2017,21 - 24,English students,Northern Irish Universities,500,55,Conservative,Pre Brexit
2017,21 - 24,English students,Scottish Universities,4900,460,Conservative,Pre Brexit
2017,21 - 24,English students,Welsh Universities,5880,965,Conservative,Pre Brexit
2017,21 - 24,Northern Irish students,English Universities,4340,540,Conservative,Pre Brexit
2017,21 - 24,Northern Irish students,Northern Irish Universities,10225,1680,Conservative,Pre Brexit
2017,21 - 24,Northern Irish students,Scottish Universities,1625,145,Conservative,Pre Brexit
2017,21 - 24,Northern Irish students,Welsh Universities,210,20,Conservative,Pre Brexit
2017,21 - 24,International students,English Universities,58525,6210,Conservative,Pre Brexit
2017,21 - 24,International students,Northern Irish Universities,805,70,Conservative,Pre Brexit
2017,21 - 24,International students,Scottish Universities,4855,595,Conservative,Pre Brexit
2017,21 - 24,International students,Welsh Universities,2890,400,Conservative,Pre Brexit
2017,21 - 24,Scottish students,English Universities,3100,400,Conservative,Pre Brexit
2017,21 - 24,Scottish students,Northern Irish Universities,85,10,Conservative,Pre Brexit
2017,21 - 24,Scottish students,Scottish Universities,60555,10030,Conservative,Pre Brexit
2017,21 - 24,Scottish students,Welsh Universities,100,10,Conservative,Pre Brexit
2017,21 - 24,Welsh students,English Universities,7760,1005,Conservative,Pre Brexit
2017,21 - 24,Welsh students,Scottish Universities,190,10,Conservative,Pre Brexit
2017,21 - 24,Welsh students,Welsh Universities,7850,2170,Conservative,Pre Brexit
2017,25 - 29,European students,English Universities,5665,715,Conservative,Pre Brexit
2017,25 - 29,European students,Northern Irish Universities,190,35,Conservative,Pre Brexit
2017,25 - 29,European students,Scottish Universities,2630,230,Conservative,Pre Brexit
2017,25 - 29,European students,Welsh Universities,290,60,Conservative,Pre Brexit
2017,25 - 29,English students,English Universities,121260,22020,Conservative,Pre Brexit
2017,25 - 29,English students,Northern Irish Universities,120,20,Conservative,Pre Brexit
2017,25 - 29,English students,Scottish Universities,2060,150,Conservative,Pre Brexit
2017,25 - 29,English students,Welsh Universities,2250,285,Conservative,Pre Brexit
2017,25 - 29,Northern Irish students,English Universities,880,110,Conservative,Pre Brexit
2017,25 - 29,Northern Irish students,Northern Irish Universities,3785,565,Conservative,Pre Brexit
2017,25 - 29,Northern Irish students,Scottish Universities,460,40,Conservative,Pre Brexit
2017,25 - 29,Northern Irish students,Welsh Universities,40,5,Conservative,Pre Brexit
2017,25 - 29,International students,English Universities,13730,1375,Conservative,Pre Brexit
2017,25 - 29,International students,Northern Irish Universities,150,20,Conservative,Pre Brexit
2017,25 - 29,International students,Scottish Universities,1400,155,Conservative,Pre Brexit
2017,25 - 29,International students,Welsh Universities,580,65,Conservative,Pre Brexit
2017,25 - 29,Scottish students,English Universities,1270,140,Conservative,Pre Brexit
2017,25 - 29,Scottish students,Northern Irish Universities,30,0,Conservative,Pre Brexit
2017,25 - 29,Scottish students,Scottish Universities,32210,5500,Conservative,Pre Brexit
2017,25 - 29,Scottish students,Welsh Universities,45,10,Conservative,Pre Brexit
2017,25 - 29,Welsh students,English Universities,2665,240,Conservative,Pre Brexit
2017,25 - 29,Welsh students,Northern Irish Universities,10,0,Conservative,Pre Brexit
2017,25 - 29,Welsh students,Scottish Universities,80,0,Conservative,Pre Brexit
2017,25 - 29,Welsh students,Welsh Universities,4830,1235,Conservative,Pre Brexit
2017,30 - 34,European students,English Universities,1350,160,Conservative,Pre Brexit
2017,30 - 34,European students,Northern Irish Universities,65,0,Conservative,Pre Brexit
2017,30 - 34,European students,Scottish Universities,550,30,Conservative,Pre Brexit
2017,30 - 34,European students,Welsh Universities,65,15,Conservative,Pre Brexit
2017,30 - 34,English students,English Universities,64270,12300,Conservative,Pre Brexit
2017,30 - 34,English students,Northern Irish Universities,30,5,Conservative,Pre Brexit
2017,30 - 34,English students,Scottish Universities,540,40,Conservative,Pre Brexit
2017,30 - 34,English students,Welsh Universities,870,110,Conservative,Pre Brexit
2017,30 - 34,Northern Irish students,English Universities,285,40,Conservative,Pre Brexit
2017,30 - 34,Northern Irish students,Northern Irish Universities,2055,320,Conservative,Pre Brexit
2017,30 - 34,Northern Irish students,Scottish Universities,100,0,Conservative,Pre Brexit
2017,30 - 34,Northern Irish students,Welsh Universities,20,0,Conservative,Pre Brexit
2017,30 - 34,International students,English Universities,4045,270,Conservative,Pre Brexit
2017,30 - 34,International students,Northern Irish Universities,55,5,Conservative,Pre Brexit
2017,30 - 34,International students,Scottish Universities,580,35,Conservative,Pre Brexit
2017,30 - 34,International students,Welsh Universities,180,20,Conservative,Pre Brexit
2017,30 - 34,Scottish students,English Universities,370,50,Conservative,Pre Brexit
2017,30 - 34,Scottish students,Northern Irish Universities,10,0,Conservative,Pre Brexit
2017,30 - 34,Scottish students,Scottish Universities,15050,2810,Conservative,Pre Brexit
2017,30 - 34,Scottish students,Welsh Universities,20,0,Conservative,Pre Brexit
2017,30 - 34,Welsh students,English Universities,920,100,Conservative,Pre Brexit
2017,30 - 34,Welsh students,Scottish Universities,20,0,Conservative,Pre Brexit
2017,30 - 34,Welsh students,Welsh Universities,2485,750,Conservative,Pre Brexit
2017,35 and over,European students,English Universities,980,110,Conservative,Pre Brexit
2017,35 and over,European students,Northern Irish Universities,120,20,Conservative,Pre Brexit
2017,35 and over,European students,Scottish Universities,470,30,Conservative,Pre Brexit
2017,35 and over,European students,Welsh Universities,50,0,Conservative,Pre Brexit
2017,35 and over,English students,English Universities,116220,21560,Conservative,Pre Brexit
2017,35 and over,English students,Northern Irish Universities,60,0,Conservative,Pre Brexit
2017,35 and over,English students,Scottish Universities,810,65,Conservative,Pre Brexit
2017,35 and over,English students,Welsh Universities,1040,140,Conservative,Pre Brexit
2017,35 and over,Northern Irish students,English Universities,230,25,Conservative,Pre Brexit
2017,35 and over,Northern Irish students,Northern Irish Universities,2360,380,Conservative,Pre Brexit
2017,35 and over,Northern Irish students,Scottish Universities,30,0,Conservative,Pre Brexit
2017,35 and over,Northern Irish students,Welsh Universities,5,0,Conservative,Pre Brexit
2017,35 and over,International students,English Universities,2855,220,Conservative,Pre Brexit
2017,35 and over,International students,Northern Irish Universities,25,5,Conservative,Pre Brexit
2017,35 and over,International students,Scottish Universities,400,30,Conservative,Pre Brexit
2017,35 and over,International students,Welsh Universities,160,20,Conservative,Pre Brexit
2017,35 and over,Scottish students,English Universities,480,65,Conservative,Pre Brexit
2017,35 and over,Scottish students,Northern Irish Universities,20,0,Conservative,Pre Brexit
2017,35 and over,Scottish students,Scottish Universities,18720,3770,Conservative,Pre Brexit
2017,35 and over,Scottish students,Welsh Universities,20,0,Conservative,Pre Brexit
2017,35 and over,Welsh students,English Universities,990,130,Conservative,Pre Brexit
2017,35 and over,Welsh students,Scottish Universities,30,0,Conservative,Pre Brexit
